Case ID,Mission,Payload,Range,Endurance,Cruise Speed,Takeoff,Landing,Environment,Pipeline Status,Final Status,Failed Stage,Failure Category,Failure Reason,Iterations,Converged,Verification Status,Final MTOW,Wing Area,Wing Span,Aspect Ratio,Root Chord,Tip Chord,Taper Ratio,Selected Configuration,Selected Motor,Selected Propeller,Battery,Static Margin,Performance Status,Warnings,Execution Time
3101,SECURITY,6.4,24.9,36.3,86.7,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.39 m) exceeds wing root chord (0.35 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,1.1881,4.3599,16.0,0.347,0.0,0.0,High Wing / Conventional,,,,,,,4.0002
3102,MAPPING,2.0,476.4,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (476.4 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.2641
3103,AGRICULTURE,0.27,65.6,141.5,79.9,HAND_LAUNCH,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Multispectral Camera' in database weighs 0.35 kg, which exceeds the maximum allowed structural payload limit of 0.28 kg.",0,False,N/A,,0.1114,0.914,7.5,0.1219,0.1219,1.0,Low Wing / Conventional,,,,,,,3.3755
3104,SECURITY,1.32,41.6,36.4,144.2,CATAPULT,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.18 m) exceeds wing root chord (0.16 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.245,1.98,16.0,0.1576,0.0,0.0,High Wing / Conventional,,,,,,,3.7672
3105,SURVEY,3.75,88.9,58.0,91.6,CATAPULT,RUNWAY,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (88.90 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.6961,2.7036,10.5,0.3433,0.1717,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,3.4051
3106,SURVEY,2.0,30.0,45.0,325.9,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PERFORMANCE_SIZING,INTERNAL_ERROR,Rate of climb (0.57 m/s) is below the minimum required rate of climb constraint (1.50 m/s).,0,False,N/A,7.126,0.3713,1.9744,10.5,0.2507,0.1254,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,2.990 kg,0.232,,,5.008
3107,SURVEY,6.9,31.7,51.3,70.0,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,11.738000000000001,1.2809,3.6673,10.5,0.4657,0.2328,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,2.563 kg,0.18,SATISFIED,,3612.8779
3108,SURVEY,1.0,30.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Budget must be positive (got -500.0),0,False,N/A,,,,,,,,,,,,,,,0.2863
3109,AGRICULTURE,2.14,122.3,144.8,124.6,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (122.30 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.3973,1.7261,7.5,0.2302,0.2302,1.0,Low Wing / Conventional,T-Motor MN5008,20x10 APC,,,,,2.984
3110,SECURITY,4.7,79.6,51.9,75.7,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.34 m) exceeds wing root chord (0.30 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.8725,3.7363,16.0,0.2973,0.0,0.0,High Wing / Conventional,,,,,,,5.578
3111,TRAINING,0.81,160.0,138.6,94.3,CATAPULT,PARACHUTE,MARINE,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (160.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.1504,1.2565,10.5,0.1596,0.0798,0.5,High Wing / Conventional,SunnySky X2216,13x8 APC,,,,,2.8928
3112,SECURITY,2.47,249.8,105.3,171.8,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.24 m) exceeds wing root chord (0.22 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.4585,2.7085,16.0,0.2155,0.0,0.0,High Wing / Conventional,,,,,,,3.2689
3113,SURVEY,0.0,30.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Payload capacity must be positive (got 0.0 kg),0,False,N/A,,,,,,,,,,,,,,,0.5642
3114,AGRICULTURE,0.72,122.4,212.6,79.3,HAND_LAUNCH,PARACHUTE,FOREST,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (122.40 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.1337,1.0012,7.5,0.1335,0.1335,1.0,Low Wing / Conventional,SunnySky X2216,11x7 APC,,,,,2.747
3115,MILITARY,0.37,163.5,100.1,139.7,CATAPULT,NET_RECOVERY,MARINE,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.12 m) exceeds wing root chord (0.11 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1114,1.3349,16.0,0.1062,0.0,0.0,High Wing / Twin Boom,,,,,,,3.7466
3116,DISASTER_RESPONSE,0.49,147.4,93.3,90.3,HAND_LAUNCH,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (147.40 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.1114,1.0814,10.5,0.1373,0.0687,0.5,High Wing / Conventional,SunnySky X2216,11x7 APC,,,,,3.0322
3117,SECURITY,1.0,244.9,161.3,123.4,HAND_LAUNCH,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.15 m) exceeds wing root chord (0.14 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1856,1.7234,16.0,0.1371,0.0,0.0,High Wing / Twin Boom,,,,,,,3.2163
3118,CUSTOM,4.36,210.7,60.0,194.8,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (210.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.8094,2.9152,10.5,0.3702,0.1851,0.5,High Wing / Conventional,T-Motor U8 Lite,22x12 APC,,,,,2.9885
3119,CUSTOM,1.08,285.4,101.6,137.6,CATAPULT,NET_RECOVERY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (285.40 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.2005,1.4509,10.5,0.1842,0.0921,0.5,High Wing / Conventional,SunnySky X2216,15x10 APC,,,,,2.785
3120,SURVEY,2.0,30.0,478.9,85.0,RUNWAY,RUNWAY,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Rate of climb (1.35 m/s) is below the minimum required rate of climb constraint (1.50 m/s).; Cruise speed (85.0 kmh) is below the minimum safe cruise speed boundary (91.7 kmh, representing a 20.0% safety margin above clean stall).",0,False,N/A,13.421000000000001,0.3713,1.9744,10.5,0.2507,0.1254,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,9.285 kg,0.18,,,4.4526
3121,INSPECTION,1.07,90.1,126.2,61.4,CATAPULT,BELLY_LANDING,FOREST,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.16 m) exceeds wing root chord (0.14 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1986,1.7827,16.0,0.1419,0.0,0.0,High Wing / Twin Boom,,,,,,,3.1379
3122,DELIVERY,0.62,62.6,166.2,51.7,HAND_LAUNCH,PARACHUTE,FOREST,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 0.65 kg.",0,False,N/A,,0.1151,0.9715,8.2,0.158,0.079,0.5,High Wing / Conventional,,,,,,,2.5703
3123,AGRICULTURE,6.5,45.4,59.6,74.9,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,11.434,1.2066,3.0083,7.5,0.4011,0.4011,1.0,Low Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.243 kg,0.18,SATISFIED,,3409.94
3124,MILITARY,2.0,30.0,523.1,85.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.22 m) exceeds wing root chord (0.19 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3713,2.4373,16.0,0.194,0.0,0.0,High Wing / Conventional,,,,,,,3.2471
3125,INSPECTION,0.76,72.8,218.0,62.4,CATAPULT,BELLY_LANDING,FOREST,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.14 m) exceeds wing root chord (0.12 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1411,1.5024,16.0,0.1196,0.0,0.0,High Wing / Twin Boom,,,,,,,2.9981
3126,MAPPING,11.26,82.6,165.8,86.0,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (82.60 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,2.0902,4.6848,10.5,0.5949,0.2974,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,3.2026
3127,CUSTOM,4.73,49.1,60.7,105.3,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,10.087,0.878,3.0364,10.5,0.3856,0.1928,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,3.122 kg,0.18,SATISFIED,,3834.482
3128,SECURITY,1.34,237.7,122.8,134.7,CATAPULT,NET_RECOVERY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.18 m) exceeds wing root chord (0.16 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.2487,1.995,16.0,0.1587,0.0,0.0,High Wing / Twin Boom,,,,,,,3.8293
3129,SECURITY,2.0,496.4,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (496.4 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.2608
3130,DISASTER_RESPONSE,0.61,79.6,136.0,69.6,CATAPULT,BELLY_LANDING,FOREST,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Cruise speed (69.6 kmh) is below the minimum safe cruise speed boundary (85.9 kmh, representing a 20.0% safety margin above clean stall).",0,False,N/A,3.354,0.1132,1.0904,10.5,0.1384,0.0692,0.5,High Wing / Conventional,SunnySky X2216,11x7 APC,0.989 kg,0.568,,,3.1118
3131,SURVEY,2.0,30.0,45.0,331.1,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PERFORMANCE_SIZING,INTERNAL_ERROR,Rate of climb (0.57 m/s) is below the minimum required rate of climb constraint (1.50 m/s).,0,False,N/A,7.172000000000001,0.3713,1.9744,10.5,0.2507,0.1254,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,3.036 kg,0.23,,,8.705
3132,SECURITY,0.79,250.8,176.3,128.2,CATAPULT,NET_RECOVERY,MARINE,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.14 m) exceeds wing root chord (0.12 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1467,1.5318,16.0,0.1219,0.0,0.0,High Wing / Twin Boom,,,,,,,3.1867
3133,MAPPING,4.38,95.2,84.9,83.7,CATAPULT,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (95.20 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.8131,2.9219,10.5,0.371,0.1855,0.5,High Wing / Conventional,T-Motor U8 Lite,22x12 APC,,,,,6.5348
3134,SECURITY,0.86,229.6,173.5,101.2,CATAPULT,PARACHUTE,MARINE,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.14 m) exceeds wing root chord (0.13 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1596,1.5982,16.0,0.1272,0.0,0.0,High Wing / Twin Boom,,,,,,,9.0599
3135,AGRICULTURE,3.1,184.2,118.4,138.2,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (184.20 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.5755,2.0775,7.5,0.277,0.277,1.0,Low Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,3.6696
3136,AGRICULTURE,2.0,30.0,514.1,85.0,RUNWAY,RUNWAY,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Rate of climb (0.86 m/s) is below the minimum required rate of climb constraint (2.00 m/s).; Cruise speed (85.0 kmh) is below the minimum safe cruise speed boundary (99.6 kmh, representing a 30.0% safety margin above clean stall).",0,False,N/A,13.802999999999999,0.3713,1.6687,7.5,0.2225,0.2225,1.0,Low Wing / Conventional,T-Motor MN5008,18x10 APC,10.113 kg,0.18,,,3.9984
3137,MILITARY,4.33,83.1,88.4,100.4,CATAPULT,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.32 m) exceeds wing root chord (0.29 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.8038,3.5862,16.0,0.2854,0.0,0.0,High Wing / Conventional,,,,,,,4.9898
3138,TRAINING,11.74,25.6,42.3,76.7,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,16.953000000000003,2.1793,4.7836,10.5,0.6074,0.3037,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.838 kg,0.181,SATISFIED,,3637.0608
3139,INSPECTION,0.58,201.8,116.2,96.2,HAND_LAUNCH,PARACHUTE,MARINE,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.12 m) exceeds wing root chord (0.11 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1114,1.3349,16.0,0.1062,0.0,0.0,High Wing / Twin Boom,,,,,,,3.3007
3140,SURVEY,1.0,-5.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range must be positive (got -5.0 km),0,False,N/A,,,,,,,,,,,,,,,0.2394
3141,INSPECTION,0.97,170.3,94.6,116.8,CATAPULT,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.15 m) exceeds wing root chord (0.14 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1801,1.6974,16.0,0.1351,0.0,0.0,High Wing / Twin Boom,,,,,,,4.645
3142,INSPECTION,2.83,145.0,66.8,131.8,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.26 m) exceeds wing root chord (0.23 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.5253,2.8992,16.0,0.2307,0.0,0.0,High Wing / Conventional,,,,,,,3.1452
3143,MILITARY,5.55,75.7,172.6,103.6,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.36 m) exceeds wing root chord (0.32 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,1.0303,4.0601,16.0,0.3231,0.0,0.0,High Wing / Conventional,,,,,,,4.7722
3144,INSPECTION,3.2,181.5,116.8,197.3,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.28 m) exceeds wing root chord (0.25 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.594,3.0829,16.0,0.2453,0.0,0.0,High Wing / Conventional,,,,,,,3.4823
3145,DELIVERY,0.92,54.8,29.8,140.3,RUNWAY,BELLY_LANDING,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 0.97 kg.",0,False,N/A,,0.1708,1.1834,8.2,0.1924,0.0962,0.5,High Wing / Conventional,,,,,,,2.8024
3146,MILITARY,2.38,174.0,107.5,128.5,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.24 m) exceeds wing root chord (0.21 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.4418,2.6587,16.0,0.2116,0.0,0.0,High Wing / Conventional,,,,,,,3.1535
3147,SURVEY,1.0,30.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Budget must be positive (got -500.0),0,False,N/A,,,,,,,,,,,,,,,0.171
3148,RESEARCH,1.23,274.8,152.7,126.8,HAND_LAUNCH,PARACHUTE,MARINE,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Scientific Instruments' in database weighs 1.80 kg, which exceeds the maximum allowed structural payload limit of 1.29 kg.",0,False,N/A,,0.2283,1.4728,9.5,0.2067,0.1033,0.5,High Wing / Conventional,,,,,,,2.7862
3149,RESEARCH,1.22,138.5,114.3,181.6,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Scientific Instruments' in database weighs 1.80 kg, which exceeds the maximum allowed structural payload limit of 1.28 kg.",0,False,N/A,,0.2265,1.4668,9.5,0.2059,0.1029,0.5,High Wing / Conventional,,,,,,,3.8261
3150,MAPPING,9.66,43.1,21.7,76.2,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (43.1 km) is physically inconsistent with cruise speed (76.2 km/h) and flight time (21.7 min). Max theoretical range is 27.6 km.,0,False,N/A,,,,,,,,,,,,,,,0.5242
3151,SECURITY,3.86,245.1,80.8,159.8,RUNWAY,RUNWAY,DESERT,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.30 m) exceeds wing root chord (0.27 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.7165,3.386,16.0,0.2694,0.0,0.0,High Wing / Conventional,,,,,,,4.7106
3152,CUSTOM,2.0,471.8,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (471.8 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.3051
3153,SURVEY,1.0,30.0,-10.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Flight time target must be positive (got -10.0 minutes); Mission range (30.0 km) is physically inconsistent with cruise speed (80.0 km/h) and flight time (-10.0 min). Max theoretical range is -13.3 km.,0,False,N/A,,,,,,,,,,,,,,,0.1697
3154,MILITARY,8.5,84.2,122.1,102.7,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.45 m) exceeds wing root chord (0.40 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,1.5779,5.0246,16.0,0.3998,0.0,0.0,High Wing / Conventional,,,,,,,4.0203
3155,SECURITY,13.61,12.5,47.8,63.9,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.57 m) exceeds wing root chord (0.51 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,2.5265,6.3579,16.0,0.506,0.0,0.0,High Wing / Conventional,,,,,,,3.9526
3156,SECURITY,4.86,82.7,64.3,73.2,RUNWAY,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.34 m) exceeds wing root chord (0.30 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.9022,3.7993,16.0,0.3023,0.0,0.0,High Wing / Twin Boom,,,,,,,3.3402
3157,DISASTER_RESPONSE,1.35,24.6,41.3,154.4,CATAPULT,BELLY_LANDING,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,1,False,N/A,4.29,0.2506,1.6221,10.5,0.206,0.103,0.5,High Wing / Conventional,SunnySky X2216,16x8 APC,0.956 kg,0.459,SATISFIED,,7596.8469
