Case ID,Mission Type,Payload Weight (kg),Range (km),Endurance (min),Cruise Speed (km/h),Takeoff Type,Landing Type,Operating Environment,Budget,Selected Vehicle Family,Selection Success,Selection Score,Primary Candidate,Alternative Candidate 1,Alternative Candidate 1 Score,Alternative Candidate 2,Alternative Candidate 2 Score,Candidate Ranking,Selection Reason,Status,Failure Category,Failure Reason,Warnings
2589,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
2590,DISASTER_RESPONSE,4.51,25.3,68.7,76.3,CATAPULT,NET_RECOVERY,MOUNTAIN,72590.93,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.3,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 4.51 kg payload, 25.3 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2591,MILITARY,3.18,53.4,74.2,50.5,HAND_LAUNCH,NET_RECOVERY,RURAL,62812.11,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 3.18 kg payload, 53.4 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2592,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
2593,MAPPING,3.12,10.0,35.3,28.9,VERTICAL,VERTICAL,RURAL,29074.09,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 3.12 kg payload, 10.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2594,SECURITY,0.91,6.7,26.7,40.9,VERTICAL,VERTICAL,URBAN,33907.85,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 0.91 kg payload, 6.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2595,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
2596,AGRICULTURE,0.49,3.4,10.6,23.6,VERTICAL,VERTICAL,INDOOR,52221.5,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 0.49 kg payload, 3.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2597,MAPPING,2.84,9.8,15.7,22.9,VERTICAL,VERTICAL,RURAL,46784.43,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 2.84 kg payload, 9.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2598,SURVEY,2.0,20.0,30.0,350.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,
2599,INSPECTION,3.12,13.9,34.3,46.9,VERTICAL,VERTICAL,URBAN,24020.02,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 3.12 kg payload, 13.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2600,TRAINING,3.14,130.9,35.8,60.1,VERTICAL,VERTICAL,MOUNTAIN,70071.48,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the TRAINING mission because it optimally satisfies the 3.14 kg payload, 130.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2601,SURVEY,0.57,1.9,9.2,35.8,VERTICAL,VERTICAL,INDOOR,62602.81,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 0.57 kg payload, 1.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2602,SURVEY,2.0,20.0,30.0,350.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,
2603,AGRICULTURE,1.95,78.3,113.6,59.8,HAND_LAUNCH,NET_RECOVERY,RURAL,18374.26,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 1.95 kg payload, 78.3 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2604,DELIVERY,2.39,34.7,92.3,68.5,RUNWAY,BELLY_LANDING,MOUNTAIN,61320.99,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 2.39 kg payload, 34.7 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2605,SURVEY,21.62,77.0,72.2,71.7,VERTICAL,RUNWAY,MOUNTAIN,37393.06,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 21.62 kg payload, 77.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2606,RESEARCH,7.91,91.5,72.6,115.4,VERTICAL,VERTICAL,RURAL,71146.63,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 7.91 kg payload, 91.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2607,INSPECTION,2.59,105.8,148.1,57.7,RUNWAY,BELLY_LANDING,FOREST,41499.72,VTOL,True,0.8,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 2.59 kg payload, 105.8 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2608,SURVEY,2.0,20.0,500.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,
2609,DELIVERY,4.96,111.1,96.6,97.6,CATAPULT,NET_RECOVERY,MOUNTAIN,7872.84,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,None,,"FIXED_WING, VTOL","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 4.96 kg payload, 111.1 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2610,DISASTER_RESPONSE,1.33,2.0,17.3,32.8,VERTICAL,VERTICAL,INDOOR,22913.13,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 1.33 kg payload, 2.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2611,SURVEY,3.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,-100.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,
2612,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
2613,SECURITY,6.71,129.1,80.9,74.4,VERTICAL,VERTICAL,MOUNTAIN,36034.99,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 6.71 kg payload, 129.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2614,RESEARCH,4.49,68.2,115.4,85.0,VERTICAL,VERTICAL,MOUNTAIN,40726.22,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 4.49 kg payload, 68.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2615,MAPPING,1.48,4.1,9.7,24.7,VERTICAL,VERTICAL,INDOOR,18652.23,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 1.48 kg payload, 4.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2616,SURVEY,2.0,20.0,500.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,
2617,CUSTOM,3.69,11.4,16.5,44.7,VERTICAL,VERTICAL,URBAN,20361.29,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 3.69 kg payload, 11.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2618,SURVEY,3.05,48.1,111.8,50.7,RUNWAY,PARACHUTE,RURAL,12111.65,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 3.05 kg payload, 48.1 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2619,DELIVERY,1.85,34.9,60.4,56.3,HAND_LAUNCH,PARACHUTE,RURAL,66114.63,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 1.85 kg payload, 34.9 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2620,AGRICULTURE,13.29,19.6,31.0,46.7,RUNWAY,VERTICAL,DESERT,67912.94,VTOL,True,0.7,VTOL,MULTIROTOR,0.35,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.7, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 13.29 kg payload, 19.6 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2621,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
2622,AGRICULTURE,2.98,4.1,37.9,28.8,VERTICAL,VERTICAL,URBAN,41110.38,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 2.98 kg payload, 4.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2623,INSPECTION,1.34,70.2,53.7,78.7,CATAPULT,PARACHUTE,RURAL,39125.48,VTOL,True,0.8,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 1.34 kg payload, 70.2 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2624,SECURITY,5.89,60.9,76.5,71.0,VERTICAL,VERTICAL,RURAL,49772.94,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 5.89 kg payload, 60.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2625,MAPPING,7.34,114.8,57.6,114.8,VERTICAL,VERTICAL,FOREST,37668.97,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 7.34 kg payload, 114.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2626,DISASTER_RESPONSE,3.72,10.3,10.5,22.1,VERTICAL,VERTICAL,RURAL,52474.68,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 3.72 kg payload, 10.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2627,CUSTOM,5.19,51.6,87.3,108.4,VERTICAL,VERTICAL,MOUNTAIN,58300.54,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the CUSTOM mission because it optimally satisfies the 5.19 kg payload, 51.6 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2628,SURVEY,45.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.
2629,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
2630,SURVEY,1.02,3.5,17.2,18.7,VERTICAL,VERTICAL,INDOOR,69815.36,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 1.02 kg payload, 3.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2631,SURVEY,2.0,20.0,500.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,
2632,SURVEY,3.0,20.0,-10.0,60.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Target flight time must be greater than 0 minutes. Provided: -10.0 min.,
2633,TRAINING,3.71,38.2,126.3,57.1,HAND_LAUNCH,PARACHUTE,DESERT,30592.88,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the TRAINING mission because it optimally satisfies the 3.71 kg payload, 38.2 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2634,MAPPING,13.5,13.6,59.9,78.1,RUNWAY,RUNWAY,MOUNTAIN,19509.78,FIXED_WING,True,0.85,FIXED_WING,VTOL,0.5,MULTIROTOR,0.4,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 0.85, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 13.5 kg payload, 13.6 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2635,CUSTOM,3.75,10.0,10.4,38.4,VERTICAL,VERTICAL,URBAN,15405.87,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 3.75 kg payload, 10.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2636,MILITARY,4.98,90.0,41.4,74.1,VERTICAL,VERTICAL,FOREST,15107.77,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 4.98 kg payload, 90.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2637,RESEARCH,2.78,28.9,91.7,67.8,CATAPULT,NET_RECOVERY,MOUNTAIN,67663.34,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.3,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 2.78 kg payload, 28.9 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
